,id_user,id_event,nama_event,lokasi,harga_tiket,durasi,timestamp,genre,nama_musisi,rating,lat,lng,id_event_organizer
4940,1242,186,Borobudur Writers & Cultural Festival,8153,986018,1,1677110400,Pop,Element,1.0,29.722,-95.36,12
4941,1519,2738,Voice of Music,5220,1474533,1,1681430400,Pop,Payung Teduh,5.0,32.79,-79.876,1
4942,1985,1128,Sustained Sound Festival,5874,1036447,1,1679356800,Pop,Payung Teduh,5.0,29.892,-97.957,13
4943,1647,565,Legends Of Sound,6926,822285,3,1680739200,Pop,Padi,4.0,47.616,-122.318,18
4944,193,2911,Wine Baby Today,6250,847123,1,1683331200,Pop,Slank,5.0,34.103,-118.33,27
4945,234,2996,Witchery Spooky Nights,5373,915901,3,1680134400,Jazz,Geisha,5.0,42.68,-88.544,47
4946,38,2168,Wireless Blues,4032,1279744,1,1675123200,Pop,Slank,5.0,40.902,-81.099,16
4947,1249,179,Indonesia Comic Con,3395,956134,1,1675468800,Jazz,Slank,1.0,33.781,-84.415,45
4948,2019,2009,Sunset Chords,6322,1375374,3,1679356800,Jazz,Naff,5.0,44.05,-123.094,29
4949,1222,911,Sound Freedom,5083,1016408,1,1676937600,Pop,Isyana Sarasvati,5.0,43.656,-70.253,16
4950,1140,1933,Overtones Occasions,1370,1073112,4,1678060800,Pop,Naff,5.0,30.428,-84.237,20
4951,1351,1966,Faux Funk,5464,897913,1,1674604800,Pop,Slank,5.0,41.524,-81.439,6
4952,1819,1298,Mimosa Medley,4961,1319082,3,1680912000,Jazz,Andra and The Backbone,5.0,36.049,-86.646,33
4953,1411,903,SeeTheLight,2024,1321510,4,1677456000,Jazz,Andra and The Backbone,5.0,42.989,-87.968,40
4954,985,1424,Sungazers Music,7545,1367816,2,1672617600,Jazz,Vierra,5.0,43.662,-79.383,43
4955,1578,1070,Music Distortion,7207,936410,4,1683504000,Pop,Armada,5.0,47.376,-122.23,11
4956,1567,2825,Omega Vista Fest,2367,923098,3,1679011200,Pop,Naff,5.0,41.384,-81.98,14
4957,1119,2293,Muddy Hell Festival,130,1377327,4,1675987200,Jazz,Ran,5.0,40.46,-79.925,44
4958,371,2771,The Middle Child,4263,918548,4,1683244800,Jazz,Noah,5.0,38.251,-85.724,34
4959,399,652,Chorus Carousal,7945,1107575,3,1673913600,Jazz,Nidji,4.0,34.014,-118.494,32
4960,52,1226,Playful Pulse ,4954,1053847,3,1677801600,Jazz,Gigi,5.0,41.24,-77.006,36
4961,2036,485,Bounce And Booze,5224,816870,4,1680393600,Jazz,Repvblik,3.0,38.9,-76.987,48
4962,58,2243,Lucid Dreams Festival,6900,1472815,4,1682294400,Jazz,Vierra,5.0,45.524,-73.605,36
4963,1521,1423,Rave Names: 779+ Super Cool And Catchy Names,2838,1425685,4,1674259200,Jazz,Judika,5.0,37.786,-122.405,32
4964,975,7,Indonesia International Education & Training Expo,1803,1324423,3,1679097600,Jazz,Yovie and Nuno,1.0,37.337,-121.881,35
4965,1067,2168,Wireless Blues,1947,1279744,2,1677283200,Pop,Andra and The Backbone,5.0,26.149,-80.12,16
4966,1444,1220,Sound Sensation,4422,1406541,4,1677283200,Pop,Repvblik,5.0,34.073,-83.985,10
4967,1826,2015,On The Coast,5642,900102,3,1676851200,Pop,Raisa,5.0,37.163,-122.136,19
4968,517,1851,Soulvibezzz Music Festival,2773,1331165,3,1679443200,Pop,Noah,5.0,42.385,-71.116,3
4969,488,1128,Sustained Sound Festival,5570,1036447,1,1678838400,Pop,Kangen Band,5.0,40.022,-75.219,13
4970,1498,2053,Tuneful Celebration,8161,1353965,3,1681948800,Pop,Slank,5.0,42.911,-78.857,16
4971,1915,425,Verse Villa,861,1286095,3,1680825600,Pop,Repvblik,3.0,41.828,-71.403,8
4972,1119,588,Music Mixture,1507,990177,2,1676160000,Jazz,Naff,4.0,41.131,-85.102,45
4973,110,1079,Metered Muse Fest,5603,995316,2,1681862400,Jazz,Naff,5.0,31.805,-85.974,46
4974,402,930,The Promised Land,5156,1346879,2,1681603200,Jazz,Vierra,5.0,42.453,-89.074,44
4975,876,141,Jakarta International Film Festival,5845,1459112,3,1675209600,Pop,Bunga Citra Lestari,1.0,32.383,-80.7,8
4976,280,1684,Dance Evolution,3013,816328,4,1674000000,Pop,Naff,5.0,35.392,-78.528,9
4977,1490,1884,Pie O’ La,7415,1460573,3,1684022400,Pop,Sheila On 7,5.0,43.434,-80.451,11
4978,2063,2377,The Snow Plunge,72,1494785,2,1679961600,Pop,Afgan,5.0,35.47,-82.519,23
4979,1831,2905,Red Wine Archive,611,1358225,4,1679097600,Pop,Isyana Sarasvati,5.0,42.171,-83.191,22
4980,1321,183,Yogyakarta International Arts Festival,2727,1489123,1,1682985600,Jazz,Yovie and Nuno,1.0,40.648,-73.998,43
4981,926,645,Interface Music Festival,4795,971850,1,1681603200,Pop,Geisha,5.0,39.864,-86.467,19
4982,1751,662,Boozy Bop,3210,1064044,1,1675382400,Pop,Naff,5.0,43.652,-79.408,11
4983,1335,370,Hello Neighbour,8314,1446407,1,1673827200,Pop,Geisha,3.0,45.177,-93.237,18
4984,710,1471,Open Boat Fest,5369,853480,4,1672963200,Pop,Naff,5.0,28.549,-81.351,12
4985,1972,67,Indonesia International Book Fair,6387,1222351,4,1680220800,Pop,Repvblik,1.0,38.903,-77.022,17
4986,176,1390,Fun Amplifier,270,1374830,3,1679616000,Jazz,Raisa,5.0,40.019,-82.89,36
4987,1534,2050,Jingle Fiesta,7767,1326878,2,1672876800,Pop,Naff,5.0,41.693,-87.632,17
4988,992,1422,301+ Best Rock Music Festival Names,6991,1186708,1,1678924800,Pop,Naff,5.0,45.275,-66.052,7
4989,1872,591,Boogie Paradise,1173,1281269,2,1679616000,Pop,HIVI!,4.0,32.763,-117.168,8
4990,1789,2015,On The Coast,603,900102,1,1674691200,Pop,Gigi,5.0,42.731,-84.467,19
4991,341,2773,More Than You Asked For,5699,1061994,4,1676937600,Jazz,Slank,5.0,32.73,-97.113,43
4992,778,2946,Living in a Fairytale Land,9873,1485217,4,1672963200,Jazz,Kangen Band,5.0,43.592,-79.639,46
4993,965,1463,Karaoke Merrymaking,9166,856335,3,1679011200,Pop,Armada,5.0,36.809,-118.906,27
4994,265,1869,Echo Affairs,8579,1117084,3,1672704000,Pop,Armada,5.0,32.744,-117.161,4
4995,245,2068,Music Distortion,4495,1184846,4,1680134400,Jazz,Repvblik,5.0,49.281,-123.024,38
4996,1901,1164,Yolo Fun,7944,1409309,2,1673827200,Jazz,Repvblik,5.0,40.702,-73.796,37
4997,1605,180,Jakarta International Bazaar,6351,1336467,2,1675641600,Jazz,Padi,1.0,42.787,-71.504,46
4998,1201,1655,Tempo Treating,714,1245406,2,1674432000,Pop,Tulus,5.0,46.137,-122.934,11
4999,1691,770,Dance Drill,6324,1210949,2,1682380800,Pop,Sheila On 7,5.0,32.753,-97.361,24
5000,106,2738,Voice of Music,543,1474533,1,1678233600,Pop,Kangen Band,5.0,28.067,-82.401,1
5001,234,2533,Spring Cultural Dance Festival,6811,1366162,1,1680912000,Jazz,Element,5.0,41.8,-87.584,34
5002,1685,2000,Rocky Pop,5459,1260252,2,1683331200,Pop,Afgan,5.0,42.401,-82.927,16
5003,455,137,Jakarta International Film Festival (JIFFest),3459,1479095,2,1675468800,Jazz,Payung Teduh,1.0,43.982,-117.239,28
5004,723,1510,Music Mastered,4755,1205203,3,1677974400,Pop,Tulus,5.0,28.305,-81.404,20
5005,975,692,The Contiuum,8807,1043847,3,1674172800,Pop,Vierra,5.0,43.654,-79.414,4
5006,334,1640,Barbarossa Lounge,1774,1406898,3,1684022400,Pop,Element,5.0,25.748,-80.246,22
5007,162,1632,We Entertain,2805,1275863,3,1673136000,Jazz,Kangen Band,5.0,41.909,-87.764,40
5008,57,2039,Pop Timbre,5315,957333,2,1675209600,Jazz,Gigi,5.0,25.785,-80.174,29
5009,686,1278,Excitement Encore,2198,900066,2,1683417600,Pop,HIVI!,5.0,43.668,-79.386,3
5010,1722,2682,Abstract Sketch Festival,433,1488269,1,1680566400,Jazz,Padi,5.0,39.922,-75.041,43
5011,913,1224,Boozy Musicology,5168,995486,1,1674086400,Pop,Vierra,5.0,19.718,-155.07,11
5012,1102,2572,Fall Art Festival,7172,1253614,1,1682553600,Jazz,Gigi,5.0,34.1,-118.33,48
5013,1691,351,Stereo Soirée,267,1325331,3,1681344000,Jazz,Kangen Band,2.0,37.704,-121.866,30
5014,1564,2719,Rocking the World Of Pop Rock,7762,921430,4,1683676800,Jazz,Repvblik,5.0,37.787,-122.4,48
5015,1403,2691,Pancake Carnival,6047,1073983,4,1682208000,Jazz,Armada,5.0,41.648,-70.293,33
5016,1124,1975,Audio Edibles,8377,1107090,1,1674345600,Jazz,Padi,5.0,36.936,-82.621,47
5017,757,34,Prambanan Jazz Festival,8459,1448206,3,1675036800,Pop,Padi,1.0,34.277,-118.415,2
5018,1358,1908,Beats Beanfeast,8720,820024,4,1672790400,Jazz,Noah,5.0,40.637,-74.91,47
5019,1219,2765,Counting More Than 3,6881,1224875,3,1674864000,Pop,HIVI!,5.0,46.747,-117.167,18
5020,441,1164,Yolo Fun,4575,1409309,1,1680998400,Jazz,Bunga Citra Lestari,5.0,33.62,-117.705,37
5021,356,294,Mustang Fiesta,2663,1145345,1,1682726400,Pop,Judika,3.0,41.851,-87.762,24
5022,1817,2537,Keep It Spring,4299,1098565,4,1677283200,Pop,Afgan,5.0,38.904,-77.038,8
5023,1186,2533,Spring Cultural Dance Festival,7260,1366162,4,1676937600,Jazz,Tulus,5.0,35.993,-86.9,34
5024,881,1092,Overdub Gala,2598,968892,2,1680566400,Jazz,Padi,5.0,33.016,-117.102,35
5025,407,2771,The Middle Child,2346,918548,4,1681257600,Jazz,Noah,5.0,33.872,-117.926,34
5026,219,2026,The Discovery Trail,2386,1253417,2,1680912000,Pop,Kangen Band,5.0,38.918,-77.024,25
5027,2046,1909,Trickle Of The Creek,965,1307735,3,1675641600,Pop,Raisa,5.0,33.852,-117.562,9
5028,908,1933,Overtones Occasions,8600,1073112,4,1677542400,Pop,Gigi,5.0,35.91,-79.066,20
5029,987,1456,Tuneful Gathering,9313,1367021,4,1675987200,Pop,Slank,5.0,55.168,-118.846,6
5030,318,1652,Banjo Bacchanal,692,1169671,2,1680393600,Jazz,Payung Teduh,5.0,37.755,-122.419,34
5031,1521,2499,Pink World Spring Festival,9605,870034,4,1680998400,Pop,Naff,5.0,34.04,-118.259,22
5032,454,743,920+ Best Farm Names Ideas That Are Mind Blowing!,622,1236165,4,1675987200,Jazz,Sheila On 7,5.0,37.136,-93.279,31
5033,1139,1760,Bingo and Bowls,6153,837059,1,1678924800,Pop,Yovie and Nuno,5.0,44.28,-71.757,5
5034,1616,2387,Snow Sculptures Winter Festival,2992,964479,3,1683158400,Jazz,Vierra,5.0,40.733,-73.638,39
5035,916,1599,Harmonized Occasion,1924,1131034,1,1680480000,Pop,Raisa,5.0,47.676,-122.201,15
5036,1844,1031,Headline Music Fest,3776,1256063,3,1683590400,Pop,Isyana Sarasvati,5.0,33.317,-111.977,10
5037,1461,2274,Animals of All Kinds Festival,640,1474125,4,1680480000,Pop,HIVI!,5.0,36.17,-81.591,2
5038,1039,2721,The Music Sheet Festival,6653,1269635,2,1674000000,Jazz,Bunga Citra Lestari,5.0,37.355,-121.946,31
5039,1250,645,Interface Music Festival,2908,971850,3,1679875200,Pop,Nidji,5.0,48.11,-123.431,19
5040,1381,208,Music Mastered,9251,1075968,2,1677110400,Pop,HIVI!,2.0,35.607,-77.381,15
5041,1920,1696,Pulsify Fest,2478,935836,4,1679184000,Jazz,Naff,5.0,-33.877,151.213,40
5042,646,282,Indigoing Music,5528,1457590,1,1673568000,Pop,Naff,2.0,40.735,-73.988,13
5043,2048,1317,Beats Beanfeast,1033,1252414,3,1679097600,Pop,Padi,5.0,33.958,-118.141,9
5044,95,2317,Pizza All Night Festival,6021,955043,1,1683158400,Pop,Tulus,5.0,45.836,-119.293,8
5045,742,1972,Jazz Ja,1524,884813,1,1681689600,Pop,Vierra,5.0,49.327,-123.157,27
5046,1520,2387,Snow Sculptures Winter Festival,2273,964479,2,1677196800,Jazz,Vierra,5.0,44.983,-93.267,39
5047,1754,1988,Baconic,9874,1134922,2,1673049600,Jazz,Slank,5.0,32.705,-97.117,36
5048,1210,1108,Riverside Sounds,8327,821571,1,1675641600,Pop,Raisa,5.0,33.863,-118.4,13
5049,1128,33,Bali Kite Festival,916,1255568,1,1674172800,Jazz,Agnes Monica,1.0,39.182,-77.267,40
5050,765,1675,Frequency Reception,9626,1264622,4,1674345600,Jazz,Element,5.0,38.254,-122.703,32
5051,1309,662,Boozy Bop,6881,1064044,3,1675468800,Pop,Armada,5.0,41.764,-72.515,11
5052,1305,1317,Beats Beanfeast,4441,1252414,2,1683417600,Pop,Payung Teduh,5.0,41.228,-96.132,9
5053,579,1531,Singalong Gathering,5210,904196,4,1674777600,Pop,Andra and The Backbone,5.0,46.091,-64.782,2
5054,1329,2186,Parties on Purpose,8103,862220,1,1683936000,Jazz,Isyana Sarasvati,5.0,39.057,-94.604,48
5055,1042,209,Dance Maze,462,1175883,4,1678579200,Pop,Padi,2.0,33.225,-97.145,27
5056,2029,2026,The Discovery Trail,4257,1253417,1,1681171200,Pop,Raisa,5.0,41.951,-87.677,25
5057,1237,413,Download,6882,925969,1,1676073600,Pop,Raisa,3.0,42.748,-71.502,3
5058,1646,2552,Spring Picnic Festival,6049,1109471,4,1678665600,Jazz,Noah,5.0,43.668,-79.395,35
5059,1369,282,Indigoing Music,2752,1457590,4,1682467200,Pop,Slank,2.0,42.312,-72.624,13
5060,1348,2787,It’s A Merry Little Festival,1116,1219060,2,1674259200,Pop,Bunga Citra Lestari,5.0,40.733,-73.988,6
5061,1972,2702,Groove To The Beat Music Festival,871,1139963,1,1680739200,Jazz,Padi,5.0,48.805,-122.518,32
5062,1806,2614,Cloudy Autumn Nights Festival,6729,1434098,2,1672963200,Pop,Padi,5.0,40.731,-73.989,1
5063,1706,535,Fortune Within,9960,1414390,3,1678665600,Pop,Element,4.0,39.826,-86.159,6
5064,452,307,Chamber 3,2856,1440148,1,1682121600,Pop,Padi,3.0,40.804,-73.966,5
5065,1023,2240,Paradise Haven Festival,1588,865872,2,1681603200,Jazz,Raisa,5.0,42.797,-77.817,36
5066,882,208,Music Mastered,2540,1075968,1,1680912000,Pop,Bunga Citra Lestari,2.0,37.989,-87.566,15
5067,700,1344,Harmonized Soirée,8173,839802,1,1682726400,Jazz,Kangen Band,5.0,49.891,-97.138,31
5068,1998,2841,Curb Collector Fest,7112,1150015,1,1675382400,Jazz,Raisa,5.0,43.053,-87.911,34
5069,100,1030,HomeBound,6868,878149,1,1675296000,Jazz,Naff,5.0,25.785,-80.193,34
5070,339,743,920+ Best Farm Names Ideas That Are Mind Blowing!,1771,1236165,2,1678752000,Jazz,Ran,5.0,38.422,-82.444,31
5071,222,2263,The ASIAN Life,1470,1051746,2,1673222400,Jazz,Yovie and Nuno,5.0,41.553,-72.655,45
5072,1751,1832,Sound Freedom,9614,1311247,4,1675987200,Pop,Geisha,5.0,38.295,-77.558,24
5073,646,2348,One Bite at a Time,714,1482302,1,1673913600,Pop,Bunga Citra Lestari,5.0,42.275,-83.734,2
5074,484,2885,A Feast of The Wine,1146,920213,2,1679529600,Jazz,Element,5.0,40.865,-73.919,45
5075,789,2227,Kingsville Jazz Festival,9988,1176518,1,1680739200,Pop,Vierra,5.0,29.449,-98.488,1
5076,43,878,Nomad Music,2066,1153487,4,1680652800,Pop,Dewa 19,5.0,38.847,-104.862,12
5077,495,141,Jakarta International Film Festival,2906,1459112,3,1677888000,Pop,Element,1.0,34.055,-118.351,8
5078,552,1960,Jazz Rise,1403,1094561,3,1674604800,Jazz,Sheila On 7,5.0,33.425,-80.836,38
5079,1906,1091,Outdoor Amplitude,1984,1410832,1,1676592000,Pop,Repvblik,5.0,42.717,-78.829,23
5080,1802,2071,Tacos and Toasties,4486,1236774,3,1674172800,Pop,Gigi,5.0,35.228,-80.839,21
5081,398,949,XinChao Vietnamese Sounds,4962,1433895,2,1673568000,Pop,Payung Teduh,5.0,34.208,-118.209,26
5082,1614,1174,Lyrical Leisure,6644,1087590,2,1678320000,Jazz,Payung Teduh,5.0,43.021,-87.917,44
5083,1482,809,FunkPrism,722,1200576,3,1682726400,Pop,Padi,5.0,25.788,-80.193,17
5084,226,1390,Fun Amplifier,186,1374830,2,1674172800,Jazz,Isyana Sarasvati,5.0,32.712,-117.161,36
5085,1079,572,Primal Reflex,1709,1480430,4,1677888000,Jazz,Isyana Sarasvati,4.0,32.768,-96.79,46
5086,1570,2334,Ramen All The Way Annual Festival,1667,1312154,4,1683504000,Pop,Sheila On 7,5.0,40.131,-88.26,7
5087,1006,828,Indigoing Music,8843,1110345,2,1680393600,Pop,Noah,5.0,30.418,-87.214,7
5088,35,2371,Freezing Winter Snow Festival,4616,804197,2,1683072000,Jazz,Isyana Sarasvati,5.0,35.248,-80.804,33
5089,8,184,Jakarta Fashion Week,4520,1257493,1,1677196800,Pop,Dewa 19,2.0,39.954,-75.157,26
5090,1919,2269,Juice It All,8190,1305039,3,1675468800,Pop,HIVI!,5.0,41.537,-88.052,1
5091,1791,1580,Treble Treats,1216,1369470,2,1676592000,Pop,Vierra,5.0,44.045,-123.074,18
5092,1062,1491,Musical Festivity,9753,950408,4,1677369600,Jazz,Element,5.0,42.279,-85.616,35
5093,779,2959,Supernatural United Festival,4042,1463913,1,1677456000,Pop,Kangen Band,5.0,-33.888,151.209,11
5094,256,1637,FunkNest,3975,1119864,2,1679875200,Pop,Element,5.0,30.263,-97.724,16
5095,364,2153,Eateria,1060,1004235,3,1683417600,Jazz,HIVI!,5.0,26.156,-80.138,35
5096,1712,2286,Highs and Lows Festival,5212,1197939,2,1674000000,Pop,Slank,5.0,43.143,-75.217,25
5097,101,2128,Lazy Lyrical Lounge,816,1430292,1,1679616000,Jazz,Geisha,5.0,38.986,-77.027,47
5098,304,2646,The Jolly Annual Festival,3512,897693,4,1676505600,Jazz,Kangen Band,5.0,45.474,-122.6,37
5099,687,439,Boozy Disco,6730,1209857,3,1683158400,Jazz,Dewa 19,3.0,27.954,-82.438,44
5100,926,2947,Fairytale World Fantasy Festival,7829,910271,3,1683331200,Jazz,Andra and The Backbone,5.0,39.223,-94.575,44
5101,500,2274,Animals of All Kinds Festival,2941,1474125,3,1678492800,Pop,HIVI!,5.0,27.808,-82.698,2
5102,100,867,Music Talent Festival,1133,1491385,4,1678838400,Pop,Bunga Citra Lestari,5.0,40.718,-73.992,15
5103,889,2539,Golden Springers,1872,1282818,2,1680912000,Pop,Dewa 19,5.0,33.961,-118.353,14
5104,1887,1030,HomeBound,6970,878149,2,1683504000,Jazz,Geisha,5.0,47.466,-122.29,34
5105,1443,2449,Heat Waves 101,5118,1063275,3,1677456000,Jazz,Kangen Band,5.0,36.156,-95.987,47
5106,690,580,Funk Haze,8300,1155630,1,1681344000,Jazz,Bunga Citra Lestari,4.0,39.966,-75.134,28
5107,222,2556,Collective Spring Party Festival,5414,997706,4,1675728000,Pop,Raisa,5.0,32.726,-96.704,17
5108,1457,1844,Party Planners,1318,1084437,2,1684022400,Pop,Geisha,5.0,33.99,-81.036,23
5109,1111,2015,On The Coast,7223,900102,2,1676246400,Pop,Sheila On 7,5.0,43.073,-89.385,19
5110,1821,1932,Drum and Bass Beats,1081,1092450,2,1675814400,Pop,Afgan,5.0,40.832,-73.93,24
5111,1388,2382,Discover Winter Festival,2286,1346967,4,1676246400,Pop,HIVI!,5.0,44.024,-88.549,25
5112,1979,2979,Mindful Fantasy Supreme Festival,6149,870818,2,1674172800,Pop,Geisha,5.0,30.594,-87.179,20
5113,256,2042,Deliverance,2469,905854,3,1684022400,Pop,Vierra,5.0,37.959,-122.061,18
5114,196,203,Foreverfree Festival,1702,843996,1,1678060800,Pop,Noah,2.0,38.277,-85.697,8
5115,2082,1789,The Contiuum,414,800783,2,1682553600,Jazz,Agnes Monica,5.0,42.464,-85.751,47
5116,1364,2429,Beat The Summer Days,4434,1115466,2,1673481600,Jazz,Bunga Citra Lestari,5.0,39.632,-104.81,47
5117,1856,762,Chamber 3,35,1227310,2,1677974400,Pop,Slank,5.0,27.771,-82.643,16
5118,1714,791,Fiesta Fest,5000,1469027,4,1673481600,Jazz,Padi,5.0,42.237,-70.981,49
5119,1849,2614,Cloudy Autumn Nights Festival,2551,1434098,3,1678752000,Pop,Gigi,5.0,41.313,-73.99,1
5120,1852,2263,The ASIAN Life,2656,1051746,1,1673395200,Jazz,Tulus,5.0,32.734,-117.16,45
5121,819,2059,Peace and Parabellum,429,889346,3,1677456000,Jazz,Kangen Band,5.0,-42.864,147.371,37
5122,2039,731,Sloppy Symphony,605,1097054,3,1674000000,Jazz,Naff,5.0,25.685,-80.313,37
5123,516,1866,Treating Tinkles,7803,1428939,4,1679616000,Jazz,Raisa,5.0,38.68,-121.27,38
5124,1473,2530,The Bouquet of Spring,8507,958879,2,1681776000,Jazz,Element,5.0,30.946,-85.527,47
5125,1313,699,Transientfest,7640,811690,3,1679011200,Jazz,Padi,4.0,34.011,-118.481,30
5126,1032,1884,Pie O’ La,8852,1460573,2,1676505600,Pop,Raisa,5.0,28.541,-81.37,11
5127,1175,2331,Colorful Macaron Fair,3106,1237878,1,1676160000,Pop,Andra and The Backbone,5.0,43.708,-79.695,21
5128,885,2263,The ASIAN Life,247,1051746,3,1676160000,Jazz,Agnes Monica,5.0,35.621,-82.554,45
5129,333,682,King’s Music Night,8328,1036360,4,1681948800,Jazz,Naff,4.0,41.943,-87.649,48
5130,1700,2015,On The Coast,3848,900102,4,1679011200,Pop,Dewa 19,5.0,36.734,-78.123,19
5131,1939,844,Kunal Sound Masters,9402,1291778,4,1682035200,Pop,Gigi,5.0,43.139,-80.264,13
5132,1473,2896,Elegant Wine Hotspot,5732,1494384,1,1676246400,Pop,Vierra,5.0,47.554,-122.268,9
5133,1442,793,Forest Beats,8370,1193267,2,1677974400,Pop,Isyana Sarasvati,5.0,30.419,-91.177,21
5134,2037,2076,Apache,174,1474842,3,1677283200,Pop,Naff,5.0,34.259,-116.868,12
5135,789,404,Annual Wonderland,9163,1244623,1,1678579200,Pop,Armada,3.0,44.981,-93.274,9
5136,377,2076,Apache,415,1474842,4,1674432000,Pop,Payung Teduh,5.0,27.887,-82.311,12
5137,1356,1510,Music Mastered,8665,1205203,2,1676937600,Pop,Payung Teduh,5.0,40.75,-74.157,20
5138,1967,1979,Dancing Beats,3823,1311121,3,1679097600,Pop,Dewa 19,5.0,39.901,-75.075,4
5139,613,2499,Pink World Spring Festival,1655,870034,3,1682294400,Pop,Vierra,5.0,42.319,-83.042,22
5140,129,288,Ascendance,9056,1121004,1,1677888000,Pop,HIVI!,3.0,40.722,-73.957,27
5141,1730,1471,Open Boat Fest,4990,853480,3,1674259200,Pop,Geisha,5.0,37.645,-120.995,12
5142,1942,2956,Fantasy Collision Festival,3639,1203614,3,1680220800,Jazz,HIVI!,5.0,40.707,-73.923,44
5143,1250,1966,Faux Funk,1051,897913,2,1677110400,Pop,Afgan,5.0,26.094,-80.237,6
5144,1937,1306,Audio Edibles,4160,959308,3,1677542400,Jazz,Slank,5.0,42.888,-78.871,31
5145,1181,513,The Discovery Trail,5069,1403215,2,1682553600,Pop,Yovie and Nuno,4.0,35.22,-80.807,2
5146,1732,2408,Lost Winter Swan Festival,9580,1320471,3,1674950400,Pop,Element,5.0,39.59,-76.07,11
5147,1000,477,Those About To Rock,359,1163939,4,1680739200,Jazz,Element,3.0,43.039,-89.377,43
5148,1972,2552,Spring Picnic Festival,5407,1109471,1,1678752000,Jazz,Vierra,5.0,43.648,-79.401,35
5149,1022,847,Legion Movement,9327,1398758,4,1682208000,Pop,Payung Teduh,5.0,38.9,-76.991,21
5150,1365,847,Legion Movement,3474,1398758,4,1673654400,Pop,Bunga Citra Lestari,5.0,40.478,-85.966,21
5151,1361,1358,Bop Boozin’,8974,1355474,3,1677715200,Pop,Kangen Band,5.0,36.101,-87.115,6
5152,145,2570,Leap Into Fall,8734,1105323,1,1678233600,Pop,Slank,5.0,43.01,-78.205,16
5153,637,2212,Drumbeats For Dinner,7122,1394166,2,1683244800,Pop,HIVI!,5.0,37.349,-121.949,16
5154,1787,548,Hillside Music Festival,7609,872097,4,1682985600,Pop,Sheila On 7,4.0,43.547,-96.687,26
5155,2045,2104,Drumbeat DingDong,3554,1239894,3,1678233600,Jazz,Armada,5.0,37.299,-77.227,35
5156,2025,2207,Concerto Catchup,7045,1162052,1,1681516800,Pop,Sheila On 7,5.0,39.915,-75.176,9
5157,746,1648,Velocity Stage,2870,1292409,3,1677110400,Pop,Raisa,5.0,45.49,-122.598,23
5158,1935,1677,FunkPrism,3079,1431162,4,1682985600,Pop,HIVI!,5.0,37.763,-87.104,19
5159,596,2865,Red Lipstick And Red Wine,1891,1089468,2,1679788800,Jazz,Vierra,5.0,-27.469,153.022,28
5160,1702,2677,The Lonely Carnival,6735,819816,2,1672876800,Pop,Bunga Citra Lestari,5.0,41.292,-72.961,3
5161,237,406,Funk Wrangler,4966,1099706,2,1674172800,Pop,Repvblik,3.0,33.668,-84.38,22
5162,1195,2639,High School Playhouse,4978,1350374,2,1674518400,Jazz,Payung Teduh,5.0,-31.92,115.868,28
5163,1305,2558,Autumn Is the Color of the Season Festival,925,916867,3,1680220800,Jazz,Isyana Sarasvati,5.0,40.752,-73.977,41
5164,1566,748,Alt Attack,2698,1223751,3,1680480000,Pop,Afgan,5.0,29.749,-95.352,22
5165,1846,133,Borobudur International Festival,8089,1439636,4,1674345600,Jazz,Raisa,1.0,40.107,-88.224,47
5166,1713,1573,Dance Helios,8594,1154577,1,1678838400,Pop,Tulus,5.0,40.429,-79.983,22
5167,230,791,Fiesta Fest,6816,1469027,2,1675814400,Jazz,Afgan,5.0,43.658,-79.443,49
5168,1500,1975,Audio Edibles,8192,1107090,4,1678924800,Jazz,Element,5.0,32.64,-117.096,47
5169,1810,1939,By The Water,1105,1463067,4,1677369600,Jazz,Geisha,5.0,40.73,-73.987,38
5170,1465,887,PopZilla,1857,1449371,4,1682553600,Jazz,Payung Teduh,5.0,42.334,-83.04,48
5171,1016,658,Dance Drill,5615,1318166,3,1683936000,Jazz,Afgan,4.0,40.751,-73.989,31
5172,19,2928,Thai Water Festival,8566,1353006,3,1679270400,Pop,Repvblik,5.0,37.767,-122.4,8
5173,1417,468,Composition Carnival,5236,1411467,4,1679529600,Jazz,Nidji,3.0,30.759,-88.075,47
5174,792,1884,Pie O’ La,5894,1460573,1,1677283200,Pop,Andra and The Backbone,5.0,49.28,-123.131,11
5175,603,2933,Rumble Optimum Festival,9146,1055794,2,1679356800,Pop,Kangen Band,5.0,35.23,-80.728,8
5176,133,2101,Pickled Phantom,4466,1292406,4,1673827200,Pop,Raisa,5.0,20.717,-156.446,20
5177,545,883,Pop Supreme,8415,946145,4,1673222400,Pop,Vierra,5.0,41.256,-82.333,1
5178,945,969,Busking Planet Sounds,1545,1427417,1,1681430400,Pop,Repvblik,5.0,46.723,-122.968,19
5179,934,2496,Drink To Summer Festival,8672,1346842,2,1672963200,Jazz,Payung Teduh,5.0,40.738,-73.884,33
5180,1418,1573,Dance Helios,9875,1154577,3,1673222400,Pop,Nidji,5.0,43.661,-79.43,22
5181,477,2194,Beachside Fest,672,1204952,4,1674864000,Jazz,Padi,5.0,29.792,-98.73,32
5182,474,1921,Summertime Sadness,5988,1113474,3,1678492800,Pop,HIVI!,5.0,32.342,-110.965,1
5183,1095,485,Bounce And Booze,1948,816870,4,1678320000,Jazz,Raisa,3.0,40.468,-79.946,48
